biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
iswarm-cg,iSwarm-CG,"Automatic Parametrization of Bonded Terms in MARTINI-Based Coarse-Grained Models of Simple to Complex Molecules <i>via</i> Fuzzy Self-Tuning Particle Swarm Optimization.

Swarm-CG is designed for automatically optimizing the bonded terms of a MARTINI-based coarse-grained (CG) molecular model, in explicit or implicit solvent, with respect to a reference all-atom (AA) trajectory and starting from a preliminary CG model (topology and non-bonded parameters). The package is designed for usage with Gromacs and contains 3 modules for:.

Evaluating the bonded parametrization of a CG model.

Optimizing bonded terms of a CG model.",http://www.github.com/GMPavanLab/SwarmCG,Molecular dynamics; Molecular modelling,Forcefield parameterisation; Hydrogen bond calculation; Simulation analysis,Command-line tool,MIT,,,Python,http://www.github.com/GMPavanLab/SwarmCG,10.1021/ACSOMEGA.0C05469
itcm,ITCM,Exploring pharmacological active ingredients of traditional Chinese medicine by pharmacotranscriptomic map in ITCM.,http://itcm.biotcm.net,Drug discovery; Pharmacology,Gene expression profiling; Text mining; Visualisation,Web application,,Free of charge,,,http://itcm.biotcm.net,10.1093/bib/bbad027
ithildin,Ithildin,"Ithildin is an open-source C++ library for efficient, parallelized simulations of anisotropic reaction-diffusion problems in excitable media, utilizing MPI for multi-core CPU processing. It's demonstrated through simulations of cardiac electrophysiology, providing tools for analyzing wave patterns and cardiac tissue behavior.",https://heartkor.gitlab.io/ithildin/,Biophysics,Essential dynamics; Modelling and simulation,,,,,C++,https://heartkor.gitlab.io/ithildin/,10.1101/2024.05.01.592026
itis-psetnc,iTIS-PseTNC,This web-server was developed to identify Translation initiation site (TIS) by using the physicochemical properties of the pseudo trinucleotide composition.,http://lin.uestc.edu.cn/server/iTIS-PseTNC,Binding sites,Translation initiation site prediction,Web application,,,,,http://lin.uestc.edu.cn/server/iTIS-PseTNC,10.1016/j.ab.2014.06.022
iumami-scm,iUmami-SCM,"A Novel Sequence-Based Predictor for Prediction and Analysis of Umami Peptides Using a Scoring Card Method with Propensity Scores of Dipeptides.

The UMP-TR dataset consisted of 112 umami and 241 non-umami peptides while the UMP-IND dataset consisted of 28 umami and 61 non-umami peptides.

This is the website for predicting Umami Peptides from the publication called .",http://camt.pythonanywhere.com/iUmami-SCM,Biophysics,Molecular docking; Peptide identification; Peptide immunogenicity prediction,Web service,,,,,http://camt.pythonanywhere.com/iUmami-SCM,10.1021/ACS.JCIM.0C00707
iup_bert,iUP-BERT,iUP-BERT is a user-friendly web server. It can directly identify whether a polypeptide is an umami peptide only from the sequence.,https://www.aibiochem.net/servers/iUP-BERT/iUP-BERT.html,Molecular modelling,Essential dynamics; Feature extraction; Peptide identification; Peptide immunogenicity prediction,Web application,Other,Free of charge,,,https://www.aibiochem.net/servers/iUP-BERT/iUP-BERT.html,10.3390/foods11223742
guidetopharmacology,IUPHAR BPS Guide to PHARMACOLOGY,An expert-curated pharmacological database of drug targets and their ligands.,http://www.guidetopharmacology.org/,Drug discovery; Pharmacology,Database search; Service management,Database portal,CC-BY-SA-3.0,,,,http://www.guidetopharmacology.org/,10.1093/nar/gkt1143
iview,iview,Interactive HTML5 visualizer of protein-ligand complex.,http://istar.cse.cuhk.edu.hk/iview/,Molecular modelling,Protein modelling,Web application,,,,JavaScript,http://istar.cse.cuhk.edu.hk/iview/,10.1186/1471-2105-15-56
jaag,JAAG (JSON input file Assembler for AlphaFold 3 with Glycan integration),"JAAG is a web-based graphical interface designed to simplify the creation of JSON input files for AlphaFold 3, particularly when modeling glycans. It reduces errors and streamlines the process of integrating complex glycan structures into AlphaFold 3 simulations.",https://biofgreat.org/JAAG,Molecular modelling,Molecular docking; Post-translational modification site prediction; Sequence assembly,,,,,,https://biofgreat.org/JAAG,10.1093/GLYCOB/CWAF083
JabberDock,JabberDock,"Protein Docking Using a Single Representation for Protein Surface, Electrostatics, and Local Dynamics | protein docking using a density-based descriptor for atoms charge and dynamics | JabberDock provides a mechanism to dock two protein STID maps together in conjunction with the POW engine and BioBox | Shipped with this version of JabberDock is a heavily stripped version of biobox containing the functions JabberDock requires. Please move the biobox folder into whatever directory you like (e.g. your home), just make sure it's in your pythonpath There is a readme file in the biobox folder containing instructions on requirements and installation instructions",http://github.com/degiacom/JabberDock,Molecular dynamics; Molecular modelling,Molecular surface calculation; Protein-ligand docking; Protein-protein docking,Command-line tool,GPL-3.0,,,Python,http://github.com/degiacom/JabberDock,10.1021/acs.jctc.9b00474
JAL,JAL,Characterization of Hydration Properties in Structural Ensembles of Biomolecules.,http://mspc.bii.a-star.edu.sg/minhn/jal.html,Molecular dynamics; Molecular modelling,Molecular docking; Molecular dynamics; Simulation analysis,Command-line tool,Unlicense,Free of charge,Mature,,http://mspc.bii.a-star.edu.sg/minhn/jal.html,10.1021/ACS.JCIM.8B00453
jamberoo,Jamberoo,"Jamberoo (former JMolEditor) is a program for displaying, analyzing, editing, converting, and animating molecular systems.",http://sf.anu.edu.au/~vvv900/cct/appl/jmoleditor/index.html,Molecular modelling,Editing,Desktop application,,,,Java,http://sf.anu.edu.au/~vvv900/cct/appl/jmoleditor/index.html,
jamda,JAMDA,"JAMDA enables the preparation of individual protein structures and the docking of small molecules in preprocessed binding sites of choice. JAMDA simplifies the process of protein-ligand docking by automatic preprocessing protocols for the protein and binding sites of interest. The JAMDAscore scoring function retrieved 75% of the native poses in the three highest-ranked solutions for high-quality protein-ligand complexes with default settings. Individual configurations for protein preparation are available, e.g., considering protein ensembles, relevant binding site water molecules, or cofactors. A user-defined number of input conformations for the ligands of interest can be generated fully automated using Conformator. Alternatively, users can also provide externally prepared ligand conformers.",https://www.zbh.uni-hamburg.de/en/forschung/amd/software/jamda.html,Binding sites; Drug discovery; Molecular modelling,Hydrogen bond calculation; Protein modelling; Protein-ligand docking; Protein-metal contact calculation; Residue interaction calculation; Salt bridge calculation,Web service,Other,Free of charge (with restrictions),Mature,,https://www.zbh.uni-hamburg.de/en/forschung/amd/software/jamda.html,10.1021/acs.jcim.3c01573; 10.1002/jcc.26522; 10.1021/acs.jcim.0c01095
javadl,JavaDL,"A Java-based Deep Learning Tool to Predict Drug Responses.

Intelligent Molecular Discovery Laboratory.

JavaDL is a deep learning program based on Java, freely available for download here.",https://imdlab.mdanderson.org/JavaDL/JavaDL.php,Medicinal chemistry,Essential dynamics; Network analysis,Command-line tool,,,,Java,https://imdlab.mdanderson.org/JavaDL/JavaDL.php,10.1101/2020.05.04.077701
jaxley,Jaxley,"Jaxley is a differentiable simulator for biophysical neuron models in JAX, enabling large-scale training of detailed models. It supports both CPU and GPU and provides extensive documentation, including tutorials and API reference.",https://jaxley.readthedocs.io/en/latest/,Biophysics,Modelling and simulation; Network analysis; Neurite measurement,,,,,,https://jaxley.readthedocs.io/en/latest/,10.1038/S41592-025-02895-W
jdftx,JDFTx,"JDFTx is a fully-featured open-source electronic density-functional theory software designed specifically to facilitate rapid development of new theories, models and algorithms.",https://github.com/ElsevierSoftwareX/SOFTX-D-17-00063,Computational chemistry,Molecular dynamics,Command-line tool,GPL-3.0,,,C++,https://github.com/ElsevierSoftwareX/SOFTX-D-17-00063,10.1016/j.softx.2017.10.006
jdpd,Jdpd,An open Java Simulation Kernel for Molecular Fragment Dissipative Particle Dynamics.,https://github.com/zielesny/Jdpd,Cheminformatics; Molecular dynamics,Molecular dynamics,Desktop application,GPL-3.0,,,Java,https://github.com/zielesny/Jdpd,10.1186/s13321-018-0278-7
jecfa,JECFA Data Retriever,"The JECFA Data Retriever is an R package and associated workflow that automates the retrieval of key identifiers and toxicological data from the Joint FAO/WHO Expert Committee on Food Additives (JECFA) database via web scraping. It provides a reproducible pipeline for accessing and processing JECFA data, facilitating more efficient research.",https://ubesp-dctv.github.io/jecfa/,Toxicology,Data retrieval; Database search; Phasing,,,,,R,https://ubesp-dctv.github.io/jecfa/,10.1038/S41597-024-04294-W
jedi-md,JEDi,JEDi (Java Essential Dynamics Inspector) is a powerful tool for inspecting the dynamics of proteins from trajectories derived from MD or Geometric simulation.,https://github.com/charlesdavid/JEDi,Molecular dynamics,Essential dynamics; Molecular dynamics; Principal component analysis; Principal component visualisation,,GPL-3.0,,,Java,https://github.com/charlesdavid/JEDi,10.1186/S12859-021-04140-5
jfuzzymachine,JFuzzyMachine,"A Multistaged Hyperparallel Optimization of the Fuzzy-Logic Mechanistic Model of Molecular Regulation.

Elucidating mechanistic relationships among intracellular macromolecules is fundamental to understanding the molecular basis of normal and diseased processes. The classical fuzzy logic approach employs varying degrees of truth to describe relationships between interacting molecules. jFuzzyMachine implements the fuzzy logic approach to elucidate mechanistic relationships among biological molecules and makes more readily available the fuzzy logic inference approach in a freely available tool.",https://github.com/paiyetan/jfuzzymachine,Molecular modelling,Gene regulatory network analysis; Relation extraction; Standardisation and normalisation,Command-line tool,,,,Java,https://github.com/paiyetan/jfuzzymachine,10.1101/2020.09.28.315986
JRgui,JRgui,"A Python Program of Joback and Reid Method | Python GUI program for a quick estimation of physicochemical properties of molecules | A brief description of JRgui program: | By using the modern object-oriented programming language Python (e.g. tkinter and pandas modules) and a chemoinformatics open source library (RDKit), the classic Joback and Reid group contribution method was revisited and written into a graphical user interface program JRgui",https://github.com/curieshicy/JRgui,Cheminformatics,Parsing,Command-line tool,,,,Python,https://github.com/curieshicy/JRgui,10.1021/ACSOMEGA.7B01464
